i,sym,date,pred,actual
3026,ETHUSDT,2026-01-22 16:00:00,-0.09333916691661792,-0.0015770297460437899
3031,ETHUSDT,2026-01-27 16:00:00,-0.10196815440857332,-0.2116523692810458
3036,ETHUSDT,2026-02-01 16:00:00,0.11122447447751371,-0.14473735345553462
3041,ETHUSDT,2026-02-06 16:00:00,-0.0357976229751068,-0.026026677976028312
3046,ETHUSDT,2026-02-11 16:00:00,0.07949512663870917,0.014255278340789213
3051,ETHUSDT,2026-02-16 16:00:00,0.13489398596296653,0.016017499655015532
3056,ETHUSDT,2026-02-21 16:00:00,0.24530373626097224,0.022822505596217235
3061,ETHUSDT,2026-02-26 16:00:00,0.08729580808726611,-0.031406763323038156
3066,ETHUSDT,2026-03-03 16:00:00,0.09385402994348713,-0.013404689610350129
3071,ETHUSDT,2026-03-08 16:00:00,0.21299917438537674,0.09521064712360916
3076,ETHUSDT,2026-03-13 16:00:00,0.008783106003825036,0.028058419405467827
3081,ETHUSDT,2026-03-18 16:00:00,-0.010198062696261445,-0.027045804632114034
3086,ETHUSDT,2026-03-23 16:00:00,0.17855508939267595,-0.04764164239406177
3091,ETHUSDT,2026-03-28 16:00:00,-0.15757658663670526,0.015943251495913247
3096,ETHUSDT,2026-04-02 16:00:00,0.09694298112779243,0.010245155401041872
3101,ETHUSDT,2026-04-07 16:00:00,0.1323911992756932,0.050965822523202364
3106,ETHUSDT,2026-04-12 16:00:00,0.10070247832014712,0.11676308508448985
3111,ETHUSDT,2026-04-17 16:00:00,0.044155791897781294,-0.01563082265547877
3116,ETHUSDT,2026-04-22 16:00:00,0.014737428271122788,-0.053548548132124285
3121,ETHUSDT,2026-04-27 16:00:00,-0.1318245604103756,0.014953320322801833
3126,ETHUSDT,2026-05-02 16:00:00,-0.01104449007459607,-0.006032653414750233
3131,ETHUSDT,2026-05-07 16:00:00,-0.0246364129277461,-0.014443374564847122
3136,ETHUSDT,2026-05-12 16:00:00,-0.02538542707403113,-0.03348334674317632
3141,ETHUSDT,2026-05-17 16:00:00,0.003017432865415115,-0.030499295607150145
3146,ETHUSDT,2026-05-22 16:00:00,-0.01473639078422806,-0.022612757123985583
3151,ETHUSDT,2026-05-27 16:00:00,0.020980309288520793,-0.049814883644595964
3156,ETHUSDT,2026-06-01 16:00:00,0.020696318972507788,-0.20724217285506008
3161,ETHUSDT,2026-06-06 16:00:00,0.08523153352428192,0.05450747186835159
3166,ETHUSDT,2026-06-11 16:00:00,-0.030092994377362348,0.0831803984005639
3171,ETHUSDT,2026-06-16 16:00:00,0.01696912531522443,-0.028982417557757323
3176,ETHUSDT,2026-06-21 16:00:00,0.08339539350029623,-0.08708111855789236
3181,ETHUSDT,2026-06-26 16:00:00,-0.08322953349771056,0.025359475469596493
3186,ETHUSDT,2026-07-01 16:00:00,-0.047968196665818086,0.10394716538592097
3191,ETHUSDT,2026-07-06 16:00:00,0.005424318306346931,0.014609518271682331
3196,ETHUSDT,2026-07-11 16:00:00,0.00023816320297820326,0.037053160594922474
3201,ETHUSDT,2026-07-16 16:00:00,-0.05617600369866316,0.0265153326638079
3206,ETHUSDT,2026-07-21 16:00:00,-0.036208366265729874,-0.00897594508833588
