round,hypothesis,config,window,sharpe,irr,bh_irr,excess,n_obs,note
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=12,lev=2.0",TEST,-0.0820184239670077,-2.045567520247027,5.069104165641418,-7.114671685888445,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=60,lev=1.0",TEST,0.16207919692639658,2.2321275806227865,5.069104165641418,-2.8369765850186317,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=60,lev=1.25",TEST,0.08844562664639226,1.368003230270588,5.069104165641418,-3.70110093537083,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=60,lev=1.5",TEST,0.03935657979305591,0.2980940678614257,5.069104165641418,-4.7710100977799925,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=60,lev=1.75",TEST,0.0042929748978156506,-0.8493733527002622,5.069104165641418,-5.91847751834168,240,
2,H3 core azionario + overlay multi-stile 6 classi di asset (AQR Century),"ov=0.5,rebal=60,lev=2.0",TEST,-0.022004728773614434,-2.0581367366066514,5.069104165641418,-7.12724090224807,240,
3,H2,walkforward:trend following multi-asset (Century momentum),WF-OOS,0.2675036274027973,8.450447501921635,8.853582903566107,-0.40313540164447126,600,n_eval=800
4,H4,"walkforward:tilt difensivo settoriale (low-vol, long-only)",WF-OOS,0.5770850733823755,10.415606791225498,9.689746165036755,0.7258606261887426,756,n_eval=378
5,H5,walkforward:momentum settoriale cross-sectional,WF-OOS,0.671065521058151,12.636757813773391,9.689746165036755,2.947011648736636,756,n_eval=378
6,H6,walkforward:stop loss / take profit su chiusure mensili,WF-OOS,0.2944237139534668,8.306508593856735,8.853582903566107,-0.5470743097093713,600,n_eval=600
7,H7,walkforward:leva con margin call ESMA modellata,WF-OOS,0.14164672916454446,4.678030078133482,8.853582903566107,-4.175552825432625,600,n_eval=250
8,H8,"walkforward:diversificazione geografica, rotazione minima",WF-OOS,0.24973321215487895,2.1358656882427085,2.296443639521396,-0.16057795127868735,168,n_eval=84
9,H9,walkforward:combinazione inverse-vol multi-asset,WF-OOS,-2.479956506841085,-3.9729839726084846,2.87402289210711,-6.847006864715595,180,n_eval=90
